Soil1,Soil2,Soil3,Soil4,ExtTemp_C,ExtRH,ExtTemp_F,IntTemp_C,IntRH,IntTemp_F,Flow1,Flow2,TIMESTAMP
95.65,,,3.04,22.48,51.5,72.47,23.67,39.64,74.61,0.0,0.0,2025-05-08 11:35:03.688058
95.65,,,3.04,22.48,51.5,72.47,23.67,39.64,74.61,0.0,0.0,2025-05-08 11:35:03.688058
95.22,,,3.04,22.47,51.37,72.44,23.65,39.65,74.57,0.0,0.0,2025-05-08 11:36:58.613942
95.22,,,3.04,22.47,51.37,72.44,23.65,39.65,74.57,0.0,0.0,2025-05-08 11:36:58.613942
95.51,,,3.04,22.47,51.35,72.44,23.64,39.67,74.55,0.0,0.0,2025-05-08 11:38:58.940885
95.51,,,3.04,22.47,51.35,72.44,23.64,39.67,74.55,0.0,0.0,2025-05-08 11:38:58.940885
95.51,,,3.04,22.46,51.33,72.42,23.62,39.68,74.52,0.0,0.0,2025-05-08 11:41:00.180649
95.51,,,3.04,22.46,51.33,72.42,23.62,39.68,74.52,0.0,0.0,2025-05-08 11:41:00.180649
95.65,,,3.04,22.46,51.32,72.42,23.6,39.69,74.48,0.0,0.0,2025-05-08 11:42:06.034415,,
95.65,,,3.04,22.46,51.32,72.42,23.6,39.69,74.48,0.0,0.0,2025-05-08 11:42:06.034415,,
95.65,,,3.04,22.46,51.32,72.42,23.6,39.69,74.48,0.0,0.0,2025-05-08 11:42:06.034415,,
95.65,,,3.04,22.46,51.32,72.42,23.6,39.69,74.48,0.0,0.0,2025-05-08 11:42:06.034415,,
95.65,,,3.04,22.47,51.35,72.44,23.59,39.69,74.46,0.0,0.0,2025-05-08 11:43:10.984765,,
95.65,,,3.04,22.47,51.35,72.44,23.59,39.69,74.46,0.0,0.0,2025-05-08 11:43:10.984765,,
95.65,,,3.04,22.47,51.35,72.44,23.59,39.69,74.46,0.0,0.0,2025-05-08 11:43:10.984765,,
95.65,,,3.04,22.47,51.35,72.44,23.59,39.69,74.46,0.0,0.0,2025-05-08 11:43:10.984765,,
95.65,,,3.04,22.47,51.35,72.44,23.59,39.69,74.46,0.0,0.0,2025-05-08 11:43:10.984765,,
95.36,,,3.04,22.47,51.28,72.44,23.59,39.72,74.46,0.0,0.0,2025-05-08 11:44:25.285443,,
95.36,,,3.04,22.47,51.28,72.44,23.59,39.72,74.46,0.0,0.0,2025-05-08 11:44:25.285443,,
95.36,,,3.04,22.47,51.28,72.44,23.59,39.72,74.46,0.0,0.0,2025-05-08 11:44:25.285443,,
95.36,,,3.04,22.47,51.28,72.44,23.59,39.72,74.46,0.0,0.0,2025-05-08 11:44:25.285443,,
95.36,,,3.04,22.46,51.27,72.42,23.58,39.71,74.44,0.0,0.0,2025-05-08 11:45:31.752031,,
95.36,,,3.04,22.46,51.27,72.42,23.58,39.71,74.44,0.0,0.0,2025-05-08 11:45:31.752031,,
0.0,0.0,0.0,0.0,22.83,51.31,73.09,23.77,53.54,74.79,0.0,0.0,2025-05-08 16:09:07.581423,,
0.0,0.0,0.0,0.0,22.83,51.31,73.09,23.77,53.54,74.79,0.0,0.0,2025-05-08 16:09:07.581423,,
0.0,0.0,0.0,0.0,22.83,51.31,73.09,23.77,53.54,74.79,0.0,0.0,2025-05-08 16:09:07.581423,,
0.0,0.0,0.0,0.0,22.83,51.31,73.09,23.77,53.54,74.79,0.0,0.0,2025-05-08 16:09:07.581423,,
0.0,0.0,0.0,0.0,22.83,51.31,73.09,23.77,53.54,74.79,0.0,0.0,2025-05-08 16:09:07.581423,,
0.0,0.0,0.0,0.0,22.83,51.31,73.09,23.77,53.54,74.79,0.0,0.0,2025-05-08 16:09:07.581423,,
0.0,0.0,0.0,0.0,22.83,51.31,73.09,23.77,53.54,74.79,0.0,0.0,2025-05-08 16:09:07.581423,,
0.0,0.0,0.0,0.0,22.83,51.31,73.09,23.77,53.54,74.79,0.0,0.0,2025-05-08 16:09:07.581423,,
0.0,0.0,0.0,0.0,22.79,51.24,73.03,23.77,53.42,74.79,0.0,0.0,2025-05-08 16:10:10.188495,,
0.0,0.0,0.0,0.0,22.79,51.24,73.03,23.77,53.42,74.79,0.0,0.0,2025-05-08 16:10:10.188495,,
0.0,0.0,0.0,0.0,22.79,51.24,73.03,23.77,53.42,74.79,0.0,0.0,2025-05-08 16:10:10.188495,,
0.0,0.0,0.0,0.0,22.79,51.24,73.03,23.77,53.42,74.79,0.0,0.0,2025-05-08 16:10:10.188495,,
0.0,0.0,0.0,0.0,22.79,51.24,73.03,23.77,53.42,74.79,0.0,0.0,2025-05-08 16:10:10.188495,,
0.0,0.0,0.0,0.0,22.79,51.24,73.03,23.77,53.42,74.79,0.0,0.0,2025-05-08 16:10:10.188495,,
0.0,0.0,0.0,0.0,22.79,51.24,73.03,23.77,53.42,74.79,0.0,0.0,2025-05-08 16:10:10.188495,,
0.0,0.0,0.0,0.0,22.79,51.24,73.03,23.77,53.42,74.79,0.0,0.0,2025-05-08 16:10:10.188495,,
0.0,0.0,0.0,0.0,22.71,51.19,72.88,23.75,53.03,74.75,0.0,0.0,2025-05-08 16:11:23.080783,,
0.0,0.0,0.0,0.0,22.71,51.19,72.88,23.75,53.03,74.75,0.0,0.0,2025-05-08 16:11:23.080783,,
0.0,0.0,0.0,0.0,22.71,51.19,72.88,23.75,53.03,74.75,0.0,0.0,2025-05-08 16:11:23.080783,,
0.0,0.0,0.0,0.0,22.71,51.19,72.88,23.75,53.03,74.75,0.0,0.0,2025-05-08 16:11:23.080783,,
0.0,0.0,0.0,0.0,22.71,51.19,72.88,23.75,53.03,74.75,0.0,0.0,2025-05-08 16:11:23.080783,,
0.0,0.0,0.0,0.0,22.71,51.19,72.88,23.75,53.03,74.75,0.0,0.0,2025-05-08 16:11:23.080783,,
0.0,0.0,0.0,0.0,22.43,52.1,72.37,23.71,52.91,74.68,0.0,0.0,2025-05-08 16:12:38.502576,,
0.0,0.0,0.0,0.0,22.43,52.1,72.37,23.71,52.91,74.68,0.0,0.0,2025-05-08 16:12:38.502576,,
0.0,0.0,0.0,0.0,22.43,52.1,72.37,23.71,52.91,74.68,0.0,0.0,2025-05-08 16:12:38.502576,,
0.0,0.0,0.0,0.0,22.43,52.1,72.37,23.71,52.91,74.68,0.0,0.0,2025-05-08 16:12:38.502576,,
0.0,0.0,0.0,0.0,22.43,52.1,72.37,23.71,52.91,74.68,0.0,0.0,2025-05-08 16:12:38.502576,,
0.0,0.0,0.0,0.0,22.43,52.1,72.37,23.71,52.91,74.68,0.0,0.0,2025-05-08 16:12:38.502576,,
0.0,0.0,0.0,0.0,22.13,52.55,71.83,23.66,52.78,74.59,0.0,0.0,2025-05-08 16:13:52.794348,,
0.0,0.0,0.0,0.0,22.13,52.55,71.83,23.66,52.78,74.59,0.0,0.0,2025-05-08 16:13:52.794348,,
0.0,0.0,0.0,0.0,22.13,52.55,71.83,23.66,52.78,74.59,0.0,0.0,2025-05-08 16:13:52.794348,,
0.0,0.0,0.0,0.0,22.13,52.55,71.83,23.66,52.78,74.59,0.0,0.0,2025-05-08 16:13:52.794348,,
0.0,0.0,0.0,0.0,22.13,52.55,71.83,23.66,52.78,74.59,0.0,0.0,2025-05-08 16:13:52.794348,,
0.0,0.0,0.0,0.0,22.13,52.55,71.83,23.66,52.78,74.59,0.0,0.0,2025-05-08 16:13:52.794348,,
0.0,0.0,0.0,0.0,21.99,52.97,71.57,23.62,52.77,74.52,0.0,0.0,2025-05-08 16:14:58.115517,,
0.0,0.0,0.0,0.0,21.99,52.97,71.57,23.62,52.77,74.52,0.0,0.0,2025-05-08 16:14:58.115517,,
0.0,0.0,0.0,0.0,21.99,52.97,71.57,23.62,52.77,74.52,0.0,0.0,2025-05-08 16:14:58.115517,,
0.0,0.0,0.0,0.0,21.99,52.97,71.57,23.62,52.77,74.52,0.0,0.0,2025-05-08 16:14:58.115517,,
0.0,0.0,0.0,0.0,21.99,52.97,71.57,23.62,52.77,74.52,0.0,0.0,2025-05-08 16:14:58.115517,,
0.0,0.0,0.0,0.0,21.68,53.44,71.03,23.54,52.67,74.37,0.0,0.0,2025-05-08 16:16:57.057419,,
0.0,0.0,0.0,0.0,21.68,53.44,71.03,23.54,52.67,74.37,0.0,0.0,2025-05-08 16:16:57.057419,,
0.0,0.0,0.0,0.0,21.68,53.44,71.03,23.54,52.67,74.37,0.0,0.0,2025-05-08 16:16:57.057419,,
0.0,0.0,0.0,0.0,21.68,53.44,71.03,23.54,52.67,74.37,0.0,0.0,2025-05-08 16:16:57.057419,,
0.0,0.0,0.0,0.0,21.68,53.44,71.03,23.54,52.67,74.37,0.0,0.0,2025-05-08 16:16:57.057419,,
0.0,0.0,0.0,0.0,21.68,53.44,71.03,23.54,52.67,74.37,0.0,0.0,2025-05-08 16:16:57.057419,,
0.0,0.0,0.0,0.0,21.68,53.44,71.03,23.54,52.67,74.37,0.0,0.0,2025-05-08 16:16:57.057419,,
0.0,0.0,0.0,0.0,21.54,53.3,70.78,23.49,52.57,74.28,0.0,0.0,2025-05-08 16:18:07.769073,,
0.0,0.0,0.0,0.0,21.54,53.3,70.78,23.49,52.57,74.28,0.0,0.0,2025-05-08 16:18:07.769073,,
0.0,0.0,0.0,0.0,21.54,53.3,70.78,23.49,52.57,74.28,0.0,0.0,2025-05-08 16:18:07.769073,,
0.0,0.0,0.0,0.0,21.54,53.3,70.78,23.49,52.57,74.28,0.0,0.0,2025-05-08 16:18:07.769073,,
0.0,0.0,0.0,0.0,21.54,53.3,70.78,23.49,52.57,74.28,0.0,0.0,2025-05-08 16:18:07.769073,,
0.0,0.0,0.0,0.0,21.54,53.3,70.78,23.49,52.57,74.28,0.0,0.0,2025-05-08 16:18:07.769073,,
100.0,100.0,100.0,0.0,21.37,53.8,70.47,23.42,52.51,74.16,0.0,0.0,2025-05-08 16:19:23.063992,,
100.0,100.0,100.0,0.0,21.37,53.8,70.47,23.42,52.51,74.16,0.0,0.0,2025-05-08 16:19:23.063992,,
100.0,100.0,100.0,0.0,21.37,53.8,70.47,23.42,52.51,74.16,0.0,0.0,2025-05-08 16:19:23.063992,,
100.0,100.0,100.0,0.0,21.37,53.8,70.47,23.42,52.51,74.16,0.0,0.0,2025-05-08 16:19:23.063992,,
100.0,100.0,100.0,0.0,21.37,53.8,70.47,23.42,52.51,74.16,0.0,0.0,2025-05-08 16:19:23.063992,,
100.0,100.0,100.0,0.0,21.37,53.8,70.47,23.42,52.51,74.16,0.0,0.0,2025-05-08 16:19:23.063992,,
100.0,100.0,100.0,100.0,21.39,53.68,70.5,23.38,52.38,74.08,0.0,0.0,2025-05-08 16:20:30.317816,,
100.0,100.0,100.0,100.0,21.39,53.68,70.5,23.38,52.38,74.08,0.0,0.0,2025-05-08 16:20:30.317816,,
100.0,100.0,100.0,100.0,21.39,53.68,70.5,23.38,52.38,74.08,0.0,0.0,2025-05-08 16:20:30.317816,,
100.0,100.0,100.0,100.0,21.39,53.68,70.5,23.38,52.38,74.08,0.0,0.0,2025-05-08 16:20:30.317816,,
100.0,100.0,100.0,100.0,21.39,53.68,70.5,23.38,52.38,74.08,0.0,0.0,2025-05-08 16:20:30.317816,,
100.0,100.0,100.0,100.0,21.39,53.68,70.5,23.38,52.38,74.08,0.0,0.0,2025-05-08 16:20:30.317816,,
100.0,100.0,100.0,100.0,21.39,53.68,70.5,23.38,52.38,74.08,0.0,0.0,2025-05-08 16:20:30.317816,,
100.0,100.0,100.0,100.0,21.39,53.68,70.5,23.38,52.38,74.08,0.0,0.0,2025-05-08 16:20:30.317816,,
100.0,100.0,100.0,100.0,21.39,53.68,70.5,23.38,52.38,74.08,0.0,0.0,2025-05-08 16:20:30.317816,,
100.0,100.0,100.0,100.0,25.54,49.57,77.98,25.92,49.11,78.66,0.0,0.0,2025-05-08 16:58:03.454344,,
100.0,100.0,100.0,100.0,25.54,49.57,77.98,25.92,49.11,78.66,0.0,0.0,2025-05-08 16:58:03.454344,,
100.0,100.0,100.0,100.0,25.54,49.57,77.98,25.92,49.11,78.66,0.0,0.0,2025-05-08 16:58:03.454344,,
100.0,100.0,100.0,100.0,25.54,49.57,77.98,25.92,49.11,78.66,0.0,0.0,2025-05-08 16:58:03.454344,,
100.0,100.0,100.0,100.0,25.54,49.57,77.98,25.92,49.11,78.66,0.0,0.0,2025-05-08 16:58:03.454344,,
100.0,100.0,100.0,100.0,25.62,49.33,78.11,25.99,49.01,78.78,0.0,0.0,2025-05-08 17:00:04.145940,,
100.0,100.0,100.0,100.0,25.62,49.33,78.11,25.99,49.01,78.78,0.0,0.0,2025-05-08 17:00:04.145940,,
100.0,100.0,100.0,100.0,25.67,49.17,78.21,26.07,48.9,78.93,0.0,0.0,2025-05-08 17:01:48.632966,,
100.0,100.0,100.0,100.0,25.67,49.17,78.21,26.07,48.9,78.93,0.0,0.0,2025-05-08 17:01:48.632966,,
100.0,100.0,100.0,100.0,25.75,48.92,78.34,26.15,48.79,79.07,0.0,0.0,2025-05-08 17:03:47.599253,,
100.0,100.0,100.0,100.0,25.75,48.92,78.34,26.15,48.79,79.07,0.0,0.0,2025-05-08 17:03:47.599253,,
100.0,100.0,100.0,100.0,25.8,49.12,78.44,26.24,48.65,79.23,0.0,0.0,2025-05-08 17:05:48.010794,,
100.0,100.0,100.0,100.0,25.8,49.12,78.44,26.24,48.65,79.23,0.0,0.0,2025-05-08 17:05:48.010794,,
100.0,100.0,100.0,100.0,25.84,49.0,78.52,26.32,48.52,79.38,0.0,0.0,2025-05-08 17:07:48.485236,,
100.0,100.0,100.0,100.0,25.84,49.0,78.52,26.32,48.52,79.38,0.0,0.0,2025-05-08 17:07:48.485236,,
100.0,100.0,100.0,100.0,25.89,48.49,78.6,26.38,48.41,79.48,0.0,0.0,2025-05-08 17:09:48.647021,,
100.0,100.0,100.0,100.0,25.89,48.49,78.6,26.38,48.41,79.48,0.0,0.0,2025-05-08 17:09:48.647021,,
100.0,100.0,100.0,100.0,25.91,48.54,78.64,26.45,48.3,79.61,0.0,0.0,2025-05-08 17:11:47.611495,,
100.0,100.0,100.0,100.0,25.91,48.54,78.64,26.45,48.3,79.61,0.0,0.0,2025-05-08 17:11:47.611495,,
100.0,100.0,100.0,100.0,25.97,48.44,78.75,26.52,48.16,79.74,0.0,0.0,2025-05-08 17:13:48.092477,,
100.0,100.0,100.0,100.0,25.97,48.44,78.75,26.52,48.16,79.74,0.0,0.0,2025-05-08 17:13:48.092477,,
100.0,100.0,100.0,100.0,26.0,48.54,78.8,26.58,48.06,79.84,0.0,0.0,2025-05-08 17:15:49.530629,,
100.0,100.0,100.0,100.0,26.0,48.54,78.8,26.58,48.06,79.84,0.0,0.0,2025-05-08 17:15:49.530629,,
100.0,100.0,100.0,100.0,26.04,48.4,78.87,26.65,47.95,79.97,0.0,0.0,2025-05-08 17:17:47.996044,,
100.0,100.0,100.0,100.0,26.04,48.4,78.87,26.65,47.95,79.97,0.0,0.0,2025-05-08 17:17:47.996044,,
100.0,100.0,100.0,100.0,26.07,48.4,78.93,26.7,47.83,80.06,0.0,0.0,2025-05-08 17:19:47.758317,,
100.0,100.0,100.0,100.0,26.07,48.4,78.93,26.7,47.83,80.06,0.0,0.0,2025-05-08 17:19:47.758317,,
100.0,100.0,100.0,100.0,26.1,48.32,78.98,26.77,47.72,80.19,0.0,0.0,2025-05-08 17:21:54.235476,,
100.0,100.0,100.0,100.0,26.1,48.32,78.98,26.77,47.72,80.19,0.0,0.0,2025-05-08 17:21:54.235476,,
100.0,100.0,100.0,100.0,26.14,48.11,79.06,26.83,47.61,80.29,0.0,0.0,2025-05-08 17:23:48.484381,,
100.0,100.0,100.0,100.0,26.14,48.11,79.06,26.83,47.61,80.29,0.0,0.0,2025-05-08 17:23:48.484381,,
100.0,100.0,100.0,100.0,26.17,48.08,79.11,26.88,47.49,80.38,0.0,0.0,2025-05-08 17:25:47.441857,,
100.0,100.0,100.0,100.0,26.17,48.08,79.11,26.88,47.49,80.38,0.0,0.0,2025-05-08 17:25:47.441857,,
100.0,100.0,100.0,100.0,26.17,48.05,79.11,26.91,47.39,80.44,0.0,0.0,2025-05-08 17:27:53.833645,,
